dx,icddesc,ccscat,ccsdesc,'OPTIONAL CCS CATEGORY','OPTIONAL CCS CATEGORY DESCRIPTION'
'76418',LT-DATE W/MAL 2000-2499G (Begin 1988),219,'Low birth wt',' ',' '
'76419',LT-FOR-DATE W/MAL 2500+G (Begin 1988),219,'Low birth wt',' ',' '
'7642',FET MAL W/O LT-FOR-DATES (Begin 1980 End 1988),219,'Low birth wt',' ',' '
'76420',FETAL MALNUTRITION WTNOS (Begin 1988),219,'Low birth wt',' ',' '
'76421',FETAL MALNUTRITION <500G (Begin 1988),219,'Low birth wt',' ',' '
'76422',FETAL MALNUTR 500-749G (Begin 1988),219,'Low birth wt',' ',' '
'76423',FETAL MAL 750-999G (Begin 1988),219,'Low birth wt',' ',' '
'76424',FETAL MAL 1000-1249G (Begin 1988),219,'Low birth wt',' ',' '
'76425',FETAL MAL 1250-1499G (Begin 1988),219,'Low birth wt',' ',' '
'76426',FETAL MAL 1500-1749G (Begin 1988),219,'Low birth wt',' ',' '
'76427',FETAL MALNUTR 1750-1999G (Begin 1988),219,'Low birth wt',' ',' '
'76428',FETAL MALNUTR 2000-2499G (Begin 1988),219,'Low birth wt',' ',' '
'76429',FETAL MALNUTR 2500+G (Begin 1988),219,'Low birth wt',' ',' '
'7649',FETAL GROWTH RETARD NOS (Begin 1980 End 1988),219,'Low birth wt',' ',' '
'76490',FET GROWTH RETARD WTNOS (Begin 1988),219,'Low birth wt',' ',' '
'76491',FET GROWTH RETARD <500G (Begin 1988),219,'Low birth wt',' ',' '
'76492',FET GROWTH RET 500-749G (Begin 1988),219,'Low birth wt',' ',' '
'76493',FET GROWTH RET 750-999G (Begin 1988),219,'Low birth wt',' ',' '
'76494',FET GRWTH RET 1000-1249G (Begin 1988),219,'Low birth wt',' ',' '
'76495',FET GRWTH RET 1250-1499G (Begin 1988),219,'Low birth wt',' ',' '
'76496',FET GRWTH RET 1500-1749G (Begin 1988),219,'Low birth wt',' ',' '
'76497',FET GRWTH RET 1750-1999G (Begin 1988),219,'Low birth wt',' ',' '
'76498',FET GRWTH RET 2000-2499G (Begin 1988),219,'Low birth wt',' ',' '
'76499',FET GROWTH RET 2500+G (Begin 1988),219,'Low birth wt',' ',' '
'7650',EXTREME IMMATURITY (Begin 1980 End 1988),219,'Low birth wt',' ',' '
'76500',EXTREME IMMATUR WTNOS (Begin 1988),219,'Low birth wt',' ',' '
'76501',EXTREME IMMATUR <500G (Begin 1988),219,'Low birth wt',' ',' '
'76502',EXTREME IMMATUR 500-749G (Begin 1988),219,'Low birth wt',' ',' '
'76503',EXTREME IMMATUR 750-999G (Begin 1988),219,'Low birth wt',' ',' '
'76504',EXTREME IMMAT 1000-1249G (Begin 1988),219,'Low birth wt',' ',' '
'76505',EXTREME IMMAT 1250-1499G (Begin 1988),219,'Low birth wt',' ',' '
'76506',EXTREME IMMAT 1500-1749G (Begin 1988),219,'Low birth wt',' ',' '
'76507',EXTREME IMMAT 1750-1999G (Begin 1988),219,'Low birth wt',' ',' '
'76508',EXTREME IMMAT 2000-2499G (Begin 1988),219,'Low birth wt',' ',' '
'76509',EXTREME IMMAT 2500+G (Begin 1988),219,'Low birth wt',' ',' '
'7651',OTHER PRETERM INFANTS (Begin 1980 End 1988),219,'Low birth wt',' ',' '
'76510',PRETERM INFANT NEC WTNOS (Begin 1988),219,'Low birth wt',' ',' '
'76511',PRETERM NEC <500G (Begin 1988),219,'Low birth wt',' ',' '
'76512',PRETERM NEC 500-749G (Begin 1988),219,'Low birth wt',' ',' '
'76513',PRETERM NEC 750-999G (Begin 1988),219,'Low birth wt',' ',' '
'76514',PRETERM NEC 1000-1249G (Begin 1988),219,'Low birth wt',' ',' '
'76515',PRETERM NEC 1250-1499G (Begin 1988),219,'Low birth wt',' ',' '
'76516',PRETERM NEC 1500-1749G (Begin 1988),219,'Low birth wt',' ',' '
'76517',PRETERM NEC 1750-1999G (Begin 1988),219,'Low birth wt',' ',' '
'76518',PRETERM NEC 2000-2499G (Begin 1988),219,'Low birth wt',' ',' '
'76519',PRETERM NEC 2500+G (Begin 1988),219,'Low birth wt',' ',' '
'76521',LESS THAN 24 COMPLETED WEEKS OF GEST (Begin 2002),219,'Low birth wt',' ',' '
'76522',24 COMPLETED WEEKS OF GESTATION (Begin 2002),219,'Low birth wt',' ',' '
'76523',25-26 COMPLETED WEEKS OF GESTATION (Begin 2002),219,'Low birth wt',' ',' '
'76524',27-28 COMPLETED WEEKS OF GESTATION (Begin 2002),219,'Low birth wt',' ',' '
'76525',29-30 COMPLETED WEEKS OF GESTATION (Begin 2002),219,'Low birth wt',' ',' '
'76526',31-32 COMPLETED WEEKS OF GESTATION (Begin 2002),219,'Low birth wt',' ',' '
'76527',33-34 COMPLETED WEEKS OF GESTATION (Begin 2002),219,'Low birth wt',' ',' '
'76528',35-36 COMPLETED WEEKS OF GESTATION (Begin 2002),219,'Low birth wt',' ',' '
'v2130',LOW BIRTH WEIGHT UNSPEC (Begin 2000),219,'Low birth wt',' ',' '
'v2131',LOW BIRTH WEIGHT- < 500 GRAMS (Begin 2000),219,'Low birth wt',' ',' '
'v2132',LOW BIRTH WEIGHT- 500-999 GRAMS (Begin 2000),219,'Low birth wt',' ',' '
'v2133',LOW BIRTH WEIGHT- 1000-1499 GRAMS (Begin 2000),219,'Low birth wt',' ',' '
'v2134',LOW BIRTH WEIGHT- 1500-1999 GRAMS (Begin 2000),219,'Low birth wt',' ',' '
'v2135',LOW BIRTH WEIGHT- 2000-2500 GRAMS (Begin 2000),219,'Low birth wt',' ',' '
'7680',FETAL DEATH-ANOXIA NOS,220,'Birth asphyx',' ',' '
'7681',FET DEATH-ANOXIA DUR LAB,220,'Birth asphyx',' ',' '
'7682',FET DISTRESS BEFOR LABOR,220,'Birth asphyx',' ',' '
'7683',FETAL DISTRESS DUR LABOR,220,'Birth asphyx',' ',' '
'7684',FETAL DISTRESS NOS,220,'Birth asphyx',' ',' '
'7685',SEVERE BIRTH ASPHYXIA,220,'Birth asphyx',' ',' '
'7686',MILD/MOD BIRTH ASPHYXIA,220,'Birth asphyx',' ',' '
'7687',HYPOXIC-ISCHEMIC ENCEPH (Begin 2006) (end 2009),220,'Birth asphyx',' ',' '
'76870',Hypoxc-ischem enceph NOS (Begin 2009),220,'Birth asphyx',' ',' '
'76871',Mild hypox-ischem enceph (Begin 2009),220,'Birth asphyx',' ',' '
'76872',Mod hypox-ischem enceph (Begin 2009),220,'Birth asphyx',' ',' '
'76873',Sev hypox-ischem enceph (Begin 2009),220,'Birth asphyx',' ',' '
'7689',BIRTH ASPHYXIA NOS,220,'Birth asphyx',' ',' '
'77088',NB HYPOXIA (Begin 2006),220,'Birth asphyx',' ',' '
'769',RESPIRATORY DISTRESS SYN,221,'Resp distres',' ',' '
'7730',NB HEMOLYT DIS:RH ISOIMM,222,'Perint jaund',' ',' '
'7731',NB HEMOLYT DIS-ABO ISOIM,222,'Perint jaund',' ',' '
'7732',NB HEMOLYT DIS-ISOIM NEC,222,'Perint jaund',' ',' '
'7733',HYDROPS FETALIS:ISOIMM,222,'Perint jaund',' ',' '
'7734',NB KERNICTERUS:ISOIMMUN,222,'Perint jaund',' ',' '
'7735',NB LATE ANEMIA:ISOIMMUN,222,'Perint jaund',' ',' '
'7740',PERINAT JAUND-HERED ANEM,222,'Perint jaund',' ',' '
'7741',PERINAT JAUND:HEMOLYSIS,222,'Perint jaund',' ',' '
'7742',NEONAT JAUND PRETERM DEL,222,'Perint jaund',' ',' '
'77430',DELAY CONJUGAT JAUND NOS,222,'Perint jaund',' ',' '
'77431',NEONAT JAUND IN OTH DIS,222,'Perint jaund',' ',' '
'77439',DELAY CONJUGAT JAUND NEC,222,'Perint jaund',' ',' '
'7744',FETAL/NEONATAL HEPATITIS,222,'Perint jaund',' ',' '
'7745',PERINATAL JAUNDICE NEC,222,'Perint jaund',' ',' '
'7746',FETAL/NEONATAL JAUND NOS,222,'Perint jaund',' ',' '
'7747',NB KERNICTERUS,222,'Perint jaund',' ',' '
'7670',CEREBRAL HEM AT BIRTH,223,'Birth trauma',' ',' '
'7671',SCALP INJURY AT BIRTH (End 2003),223,'Birth trauma',' ',' '
'76711',EPICRANIAL SUBAPONEUROTIC HEMORRHAGE (MASSIVE (Begin 2003),223,'Birth trauma',' ',' '
'76719',OTHER INJURIES TO SCALP (Begin 2003),223,'Birth trauma',' ',' '
'7672',CLAVICLE FX AT BIRTH,223,'Birth trauma',' ',' '
'7673',BONE INJURY NEC AT BIRTH,223,'Birth trauma',' ',' '
'7674',SPINAL CORD INJ AT BIRTH,223,'Birth trauma',' ',' '
'7675',FACIAL NERVE INJ-BIRTH,223,'Birth trauma',' ',' '
'7676',BRACH PLEXUS INJ-BIRTH,223,'Birth trauma',' ',' '
'7677',NERVE INJ NEC AT BIRTH,223,'Birth trauma',' ',' '
'7678',BIRTH TRAUMA NEC,223,'Birth trauma',' ',' '
'7679',BIRTH TRAUMA NOS,223,'Birth trauma',' ',' '
'04041',INFANT BOTULISM (Begin 2007),224,'Ot perint dx',' ',' '
'7600',MATERN HYPERTEN AFF NB,224,'Ot perint dx',' ',' '
'7601',MATERN URINE DIS AFF NB,224,'Ot perint dx',' ',' '
'7602',MATERNAL INFEC AFF NB,224,'Ot perint dx',' ',' '
'7603',MATERN CARDIORESP AFF NB,224,'Ot perint dx',' ',' '
'7604',MATERN NUTRIT DIS AFF NB,224,'Ot perint dx',' ',' '
'7605',MATERNAL INJURY AFF NB,224,'Ot perint dx',' ',' '
'7606',SURG OP ON MOTHER AFF NB (end 2008),224,'Ot perint dx',' ',' '
'76061',AMNIOCENTESIS AFFECT NB (Begin 2008),224,'Ot perint dx',' ',' '
'76062',IN UTERO PROC NEC AFF NB (Begin 2008),224,'Ot perint dx',' ',' '
'76063',MAT SURG DUR PREG AFF NB (Begin 2008),224,'Ot perint dx',' ',' '
'76064',PREV MATERN SURG AFF NB (Begin 2008),224,'Ot perint dx',' ',' '
'76070',NOXIOUS SUBST NOS AFF NB,224,'Ot perint dx',' ',' '
'76074',MATERNAL ANTI-INF AFF NB,224,'Ot perint dx',' ',' '
'76076',DES AFFECTING FETUS VIA PLAC OR MILK (Begin 1994),224,'Ot perint dx',' ',' '
'76077',MAT ANTICONV AFF NB/FET (Begin 2005),224,'Ot perint dx',' ',' '
'76078',MAT ANTIMETABOL AFF NB (Begin 2005),224,'Ot perint dx',' ',' '
'76079',NOXIOUS SUBST NEC AFF NB,224,'Ot perint dx',' ',' '
'7608',MATERNAL COND NEC AFF NB,224,'Ot perint dx',' ',' '
'7609',MATERNAL COND NOS AFF NB,224,'Ot perint dx',' ',' '
'7610',INCOMPETNT CERVIX AFF NB,224,'Ot perint dx',' ',' '
'7611',PREMAT RUPT MEMB AFF NB,224,'Ot perint dx',' ',' '
'7612',OLIGOHYDRAMNIOS AFF NB,224,'Ot perint dx',' ',' '
'7613',POLYHYDRAMNIOS AFF NB,224,'Ot perint dx',' ',' '
'7614',ECTOPIC PREGNANCY AFF NB,224,'Ot perint dx',' ',' '
'7615',MULT PREGNANCY AFF NB,224,'Ot perint dx',' ',' '
'7616',MATERNAL DEATH AFF NB,224,'Ot perint dx',' ',' '
'7617',ANTEPART MALPRES AFF NB,224,'Ot perint dx',' ',' '
'7618',MATERN COMPL NEC AFF NB,224,'Ot perint dx',' ',' '
'7619',MATERN COMPL NOS AFF NB,224,'Ot perint dx',' ',' '
'7620',PLACENTA PREVIA AFF NB,224,'Ot perint dx',' ',' '
'7621',PLACENTA HEM NEC AFF NB,224,'Ot perint dx',' ',' '
'7622',ABN PLAC NEC/NOS AFF NB,224,'Ot perint dx',' ',' '
'7623',PLACENT TRANSFUSION SYN,224,'Ot perint dx',' ',' '
'7624',PROLAPSED CORD AFF NB,224,'Ot perint dx',' ',' '
'7625',OTH UMBIL CORD COMPRESS,224,'Ot perint dx',' ',' '
'7626',UMBIL COND NEC AFF NB,224,'Ot perint dx',' ',' '
'7627',CHORIOAMNIONITIS AFF NB,224,'Ot perint dx',' ',' '
'7628',ABN AMNION NEC AFF NB,224,'Ot perint dx',' ',' '
'7629',ABN AMNION NOS AFF NB,224,'Ot perint dx',' ',' '
'7630',BREECH DEL/EXTRAC AFF NB,224,'Ot perint dx',' ',' '
'7631',MALPOS/DISPRO NEC AFF NB,224,'Ot perint dx',' ',' '
'7632',FORCEPS DELIVERY AFF NB,224,'Ot perint dx',' ',' '
'7633',VACUUM EXTRAC DEL AFF NB,224,'Ot perint dx',' ',' '
'7634',CESAREAN DELIVERY AFF NB,224,'Ot perint dx',' ',' '
'7635',MAT ANESTH/ANALG AFF NB,224,'Ot perint dx',' ',' '
'7636',PRECIPITATE DEL AFF NB,224,'Ot perint dx',' ',' '
'7637',ABN UTERINE CONTR AFF NB,224,'Ot perint dx',' ',' '
'7638',COMPL DELIV NEC AFF NB (End 1998),224,'Ot perint dx',' ',' '
'76381',ABN FTL HRT BEFORE LABOR (Begin 1998),224,'Ot perint dx',' ',' '
'76382',ABN FTL HRT DURING LABOR (Begin 1998),224,'Ot perint dx',' ',' '
'76383',ABN FTL HRT UNSP ONSET (Begin 1998),224,'Ot perint dx',' ',' '
'76384',MECONIUM DUR DEL AFF NB (Begin 2005),224,'Ot perint dx',' ',' '
'76389',OTH SPEC COMPL LABOR/DELIV (Begin 1998),224,'Ot perint dx',' ',' '
'7639',COMPL DELIV NOS AFF NB,224,'Ot perint dx',' ',' '
'7660',EXCEPTIONALLY LARGE BABY,224,'Ot perint dx',' ',' '
'7661',HEAVY-FOR-DATE INFAN NEC,224,'Ot perint dx',' ',' '
'7662',POST-TERM INFANT NOS (End 2003),224,'Ot perint dx',' ',' '
'76621',POST-TERM INFANT (Begin 2003),224,'Ot perint dx',' ',' '
'76622',PROLONGED GESTATION OF INFANT (Begin 2003),224,'Ot perint dx',' ',' '
'7700',CONGENITAL PNEUMONIA,224,'Ot perint dx',' ',' '
'7701',NB MASSIVE ASPIRAT SYN (End 2005),224,'Ot perint dx',' ',' '
'77010',MECONIUM ASP NOS (Begin 2005),224,'Ot perint dx',' ',' '
'77011',MECONIUM ASP WO RESP SYM (Begin 2005),224,'Ot perint dx',' ',' '
'77012',MECONIUM ASP W RESP SYMP (Begin 2005),224,'Ot perint dx',' ',' '
'77013',AMNIOTC ASP W/O RESP SYM (Begin 2005),224,'Ot perint dx',' ',' '
'77014',AMNIOTIC ASP W RESP SYM (Begin 2005),224,'Ot perint dx',' ',' '
'77015',BLOOD ASP W/O RESP SYMPT (Begin 2005),224,'Ot perint dx',' ',' '
'77016',BLOOD ASP W RESP SYMPT (Begin 2005),224,'Ot perint dx',' ',' '
'77017',NB ASP W/O RESP SYMP NEC (Begin 2005),224,'Ot perint dx',' ',' '
'77018',NB ASP W RESP SYMP NEC (Begin 2005),224,'Ot perint dx',' ',' '
'7702',NB INTERSTIT EMPHYSEMA,224,'Ot perint dx',' ',' '
'7703',NB PULMONARY HEMORRHAGE,224,'Ot perint dx',' ',' '
'7704',PRIMARY ATELECTASIS,224,'Ot perint dx',' ',' '
'7705',NB ATELECTASIS NEC/NOS,224,'Ot perint dx',' ',' '
'7706',NB TRANSITORY TACHYPNEA,224,'Ot perint dx',' ',' '
'7707',PERINATAL CHR RESP DIS,224,'Ot perint dx',' ',' '
'7708',POST-BIRTH RESP PROB NEC (End 2002),224,'Ot perint dx',' ',' '
'77081',PRIMARY APNEA OF NEWBORN (Begin 2002),224,'Ot perint dx',' ',' '
'77082',OTHER APNEA OF NEWBORN (Begin 2002),224,'Ot perint dx',' ',' '
'77083',CYANOTIC ATTACKS OF NEWBORN (Begin 2002),224,'Ot perint dx',' ',' '
'77084',RESPIRATORY FAILURE OF NEWBORN (Begin 2002),224,'Ot perint dx',' ',' '
'77085',STOMCH CONT ASP W/O RESP (Begin 2005),224,'Ot perint dx',' ',' '
'77086',STOMACH CONT ASP W RESP (Begin 2005),224,'Ot perint dx',' ',' '
'77087',NB RESPIRATORY ARREST (Begin 2006),224,'Ot perint dx',' ',' '
'77089',OTHER RESPIRATORY PROBLEMS AFT BIRTH (Begin 2002),224,'Ot perint dx',' ',' '
'7709',NB RESPIRATORY COND NOS,224,'Ot perint dx',' ',' '
'7710',CONGENITAL RUBELLA,224,'Ot perint dx',' ',' '
'7711',CONG CYTOMEGALOVIRUS INF,224,'Ot perint dx',' ',' '
'7712',CONGENITAL INFEC NEC,224,'Ot perint dx',' ',' '
'7713',TETANUS NEONATORUM,224,'Ot perint dx',' ',' '
'7714',OMPHALITIS OF NEWBORN,224,'Ot perint dx',' ',' '
'7715',NEONATAL INFEC MASTITIS,224,'Ot perint dx',' ',' '
'7716',NEONATAL CONJUNCTIVITIS,224,'Ot perint dx',' ',' '
'7717',NEONATAL CANDIDA INFECT,224,'Ot perint dx',' ',' '
'7718',PERINATAL INFECTION NEC (End 2002),224,'Ot perint dx',' ',' '
'77182',URINARY TRACT INFECTION OF NEWBORN (Begin 2002),224,'Ot perint dx',' ',' '
'77183',BACTEREMIA OF NEWBORN (Begin 2002),224,'Ot perint dx',' ',' '
'77189',OT INFECTIONS SPEC TO PERINATAL PERIOD (Begin 2002),224,'Ot perint dx',' ',' '
'7720',FETAL BLOOD LOSS NEC,224,'Ot perint dx',' ',' '
'7721',NB INTRAVENTRICULAR HEM (End 2001),224,'Ot perint dx',' ',' '
'77210',INTRAVENT HEMORRHAGE NOS (Begin 2001),224,'Ot perint dx',' ',' '
'77211',INTRAVENT HEMORRHAGE GRADE I (Begin 2001),224,'Ot perint dx',' ',' '
'77212',INTRAVENT HEMORRHAGEGRADE II (Begin 2001),224,'Ot perint dx',' ',' '
'77213',INTRAVENT HEMORRHAGE GRADE III (Begin 2001),224,'Ot perint dx',' ',' '
'77214',INTRAVENT HEMORRHAGE GRADE IV (Begin 2001),224,'Ot perint dx',' ',' '
'7722',NB SUBARACHNOID HEMORR,224,'Ot perint dx',' ',' '
'7723',POST-BIRTH UMBIL HEMORR,224,'Ot perint dx',' ',' '
'7724',NB GI HEMORRHAGE,224,'Ot perint dx',' ',' '
'7725',NB ADRENAL HEMORRHAGE,224,'Ot perint dx',' ',' '
'7726',NB CUTANEOUS HEMORRHAGE,224,'Ot perint dx',' ',' '
'7728',NEONATAL HEMORRHAGE NEC,224,'Ot perint dx',' ',' '
'7729',NEONATAL HEMORRHAGE NOS,224,'Ot perint dx',' ',' '
'7750',INFANT DIABET MOTHER SYN,224,'Ot perint dx',' ',' '
'7751',NEONAT DIABETES MELLITUS,224,'Ot perint dx',' ',' '
'7752',NEONAT MYASTHENIA GRAVIS,224,'Ot perint dx',' ',' '
'7753',NEONATAL THYROTOXICOSIS,224,'Ot perint dx',' ',' '
'7754',HYPOCALCEM/HYPOMAGNES NB,224,'Ot perint dx',' ',' '
'7755',NEONATAL DEHYDRATION,224,'Ot perint dx',' ',' '
'7756',NEONATAL HYPOGLYCEMIA,224,'Ot perint dx',' ',' '
'7757',LATE METAB ACIDOSIS NB,224,'Ot perint dx',' ',' '
'7758',TRANSIENT MET DIS NB NEC,224,'Ot perint dx',' ',' '
'77581',NB ACIDOSIS NEC (Begin 2006),224,'Ot perint dx',' ',' '
'77589',NEONAT ENDO/MET DIS NEC (Begin 2006),224,'Ot perint dx',' ',' '
'7759',TRANSIENT MET DIS NB NOS,224,'Ot perint dx',' ',' '
'7760',NB HEMORRHAGIC DISEASE,224,'Ot perint dx',' ',' '
'7761',NEONATAL THROMBOCYTOPEN,224,'Ot perint dx',' ',' '
'7762',DISSEM INTRAVASC COAG NB,224,'Ot perint dx',' ',' '
'7763',OTH NEONATAL COAG DIS,224,'Ot perint dx',' ',' '
'7764',POLYCYTHEMIA NEONATORUM,224,'Ot perint dx',' ',' '
'7765',CONGENITAL ANEMIA,224,'Ot perint dx',' ',' '
'7766',ANEMIA OF PREMATURITY,224,'Ot perint dx',' ',' '
'7767',NEONATAL NEUTROPENIA,224,'Ot perint dx',' ',' '
'7768',TRANSIENT HEMAT DIS NEC,224,'Ot perint dx',' ',' '
'7769',NB HEMATOLOGICAL DIS NOS,224,'Ot perint dx',' ',' '
'7771',MECONIUM OBSTRUCTION,224,'Ot perint dx',' ',' '
'7772',INTEST OBST-INSPISS MILK,224,'Ot perint dx',' ',' '
'7773',SWALLOWED BLOOD SYNDROME,224,'Ot perint dx',' ',' '
'7774',TRANSITORY ILEUS OF NB,224,'Ot perint dx',' ',' '
'7775',NECROT ENTEROCOLITIS NB (end 2008),224,'Ot perint dx',' ',' '
'77750',NEC ENTEROCOLTIS NB NOS (Begin 2008),224,'Ot perint dx',' ',' '
'77751',STG I NEC ENTEROCOL NB (Begin 2008),224,'Ot perint dx',' ',' '
'77752',STG II NEC ENTEROCOL NB (Begin 2008),224,'Ot perint dx',' ',' '
'77753',STG III NEC ENTEROCOL NB (Begin 2008),224,'Ot perint dx',' ',' '
'7776',PERINATAL INTEST PERFOR,224,'Ot perint dx',' ',' '
'7778',PERINAT GI SYS DIS NEC,224,'Ot perint dx',' ',' '
'7779',PERINAT GI SYS DIS NOS,224,'Ot perint dx',' ',' '
'7780',HYDROPS FETALIS NO ISOIM,224,'Ot perint dx',' ',' '
'7781',SCLEREMA NEONATORUM,224,'Ot perint dx',' ',' '
'7782',NB COLD INJURY SYNDROME,224,'Ot perint dx',' ',' '
'7783',NB HYPOTHERMIA NEC,224,'Ot perint dx',' ',' '
'7784',NB TEMP REGULAT DIS NEC,224,'Ot perint dx',' ',' '
'7785',EDEMA OF NEWBORN NEC/NOS,224,'Ot perint dx',' ',' '
'7786',CONGENITAL HYDROCELE,224,'Ot perint dx',' ',' '
'7787',NB BREAST ENGORGEMENT,224,'Ot perint dx',' ',' '
'7788',NB INTEGUMENT COND NEC,224,'Ot perint dx',' ',' '
'7789',NB INTEGUMENT COND NOS,224,'Ot perint dx',' ',' '
'7790',CONVULSIONS IN NEWBORN,224,'Ot perint dx',' ',' '
'7791',NB CEREB IRRIT NEC/NOS,224,'Ot perint dx',' ',' '
'7792',CNS DYSFUNCTION SYN NB,224,'Ot perint dx',' ',' '
'7793',NB FEEDING PROBLEMS (end 2009),224,'Ot perint dx',' ',' '
'77931',NB feeding problems (Begin 2009),224,'Ot perint dx',' ',' '
'77932',NB bilious vomiting (Begin 2009),224,'Ot perint dx',' ',' '
'77933',NB other vomiting (Begin 2009),224,'Ot perint dx',' ',' '
'77934',NB failure to thrive (Begin 2009),224,'Ot perint dx',' ',' '
'7794',NB DRUG REACTION/INTOXIC,224,'Ot perint dx',' ',' '
'7796',TERMINATION OF PREGNANCY,224,'Ot perint dx',' ',' '
'7797',PREVENTRICULAR LEUKOMALACIA (Begin 2001),224,'Ot perint dx',' ',' '
'7798',PERINATAL CONDITION NEC (End 2002),224,'Ot perint dx',' ',' '
'77981',NEONATAL BRADYCARDIA (Begin 2002),224,'Ot perint dx',' ',' '
'77982',NEONATAL TACHYCARDIA (Begin 2002),224,'Ot perint dx',' ',' '
'77983',DELAYED SEPARATION OF UMBILICAL CORD (Begin 2003),224,'Ot perint dx',' ',' '
'77984',MECONIUM STAINING (Begin 2005),224,'Ot perint dx',' ',' '
'77985',NB CARDIAC ARREST (Begin 2006),224,'Ot perint dx',' ',' '
'77989',OT SPEC COND ORIG IN PERINATAL PERIOD (Begin 2002),224,'Ot perint dx',' ',' '
'7799',PERINATAL CONDITION NOS,224,'Ot perint dx',' ',' '
'78091',FUSSY INFANT (BABY) (Begin 2002),224,'Ot perint dx',' ',' '
'78092',EXCESSIVE CRYING OF INFANT (BABY) (Begin 2002),224,'Ot perint dx',' ',' '
'7897',Colic (Begin 2009),224,'Ot perint dx',' ',' '
'v137',HX-PERINATAL PROBLEMS,224,'Ot perint dx',' ',' '
'v502',ROUTINE CIRCUMCISION,224,'Ot perint dx',' ',' '
'71610',TRAUM ARTHROPATHY-UNSPEC,225,'Joint injury',' ',' '
'71611',TRAUM ARTHROPATHY-SHLDER,225,'Joint injury',' ',' '
'71612',TRAUM ARTHROPATHY-UP/ARM,225,'Joint injury',' ',' '
'71613',TRAUM ARTHROPATH-FOREARM,225,'Joint injury',' ',' '
'71614',TRAUM ARTHROPATHY-HAND,225,'Joint injury',' ',' '
'71615',TRAUM ARTHROPATHY-PELVIS,225,'Joint injury',' ',' '
'71616',TRAUM ARTHROPATHY-L/LEG,225,'Joint injury',' ',' '
'71617',TRAUM ARTHROPATHY-ANKLE,225,'Joint injury',' ',' '
'71618',TRAUM ARTHROPATHY NEC,225,'Joint injury',' ',' '
'71619',TRAUM ARTHROPATHY-MULT,225,'Joint injury',' ',' '
'7170',OLD BUCKET TEAR MED MEN,225,'Joint injury',' ',' '
'7171',DERANG ANT MED MENISCUS,225,'Joint injury',' ',' '
'7172',DERANG POST MED MENISCUS,225,'Joint injury',' ',' '
'7173',DERANG MED MENISCUS NEC,225,'Joint injury',' ',' '
'71740',DERANG LAT MENISCUS NOS,225,'Joint injury',' ',' '
'71741',OLD BUCKET TEAR LAT MEN,225,'Joint injury',' ',' '
'71742',DERANGE ANT LAT MENISCUS,225,'Joint injury',' ',' '
'71743',DERANG POST LAT MENISCUS,225,'Joint injury',' ',' '
'71749',DERANG LAT MENISCUS NEC,225,'Joint injury',' ',' '
'7175',DERANGEMENT MENISCUS NEC,225,'Joint injury',' ',' '
'7176',LOOSE BODY IN KNEE,225,'Joint injury',' ',' '
'7177',CHONDROMALACIA PATELLAE,225,'Joint injury',' ',' '
'71781',OLD DISRUPT LAT COLLAT,225,'Joint injury',' ',' '
'71782',OLD DISRUPT MED COLLAT,225,'Joint injury',' ',' '
'71783',OLD DISRUPT ANT CRUCIATE,225,'Joint injury',' ',' '
'71784',OLD DISRUPT POST CRUCIAT,225,'Joint injury',' ',' '
'71785',OLD DISRUPT KNEE LIG NEC,225,'Joint injury',' ',' '
'71789',INT DERANGEMENT KNEE NEC,225,'Joint injury',' ',' '
'7179',INT DERANGEMENT KNEE NOS,225,'Joint injury',' ',' '
'71800',ARTIC CARTIL DIS-UNSPEC,225,'Joint injury',' ',' '
'71801',ARTIC CARTIL DIS-SHLDER,225,'Joint injury',' ',' '
'71802',ARTIC CARTIL DIS-UP/ARM,225,'Joint injury',' ',' '
'71803',ARTIC CARTIL DIS-FOREARM,225,'Joint injury',' ',' '
'71804',ARTIC CARTIL DIS-HAND,225,'Joint injury',' ',' '
'71805',ARTIC CARTIL DIS-PELVIS,225,'Joint injury',' ',' '
'71807',ARTIC CARTIL DIS-ANKLE,225,'Joint injury',' ',' '
'71808',ARTIC CARTIL DIS-JT NEC,225,'Joint injury',' ',' '
'71809',ARTIC CARTIL DIS-MULT JT,225,'Joint injury',' ',' '
'71830',RECUR DISLOCAT-UNSPEC,225,'Joint injury',' ',' '
'71831',RECUR DISLOCAT-SHLDER,225,'Joint injury',' ',' '
'71832',RECUR DISLOCAT-UP/ARM,225,'Joint injury',' ',' '
'71833',RECUR DISLOCAT-FOREARM,225,'Joint injury',' ',' '
'71834',RECUR DISLOCAT-HAND,225,'Joint injury',' ',' '
'71835',RECUR DISLOCAT-PELVIS,225,'Joint injury',' ',' '
'71836',RECUR DISLOCAT-L/LEG,225,'Joint injury',' ',' '
'71837',RECUR DISLOCAT-ANKLE,225,'Joint injury',' ',' '
'71838',RECUR DISLOCAT-JT NEC,225,'Joint injury',' ',' '
'71839',RECUR DISLOCAT-MULT JTS,225,'Joint injury',' ',' '
'8300',DISLOCATION JAW-CLOSED,225,'Joint injury',' ',' '
'8301',DISLOCATION JAW-OPEN,225,'Joint injury',' ',' '
'83100',DISLOC SHOULDER NOS-CLOS,225,'Joint injury',' ',' '
'83101',ANT DISLOC HUMERUS-CLOSE,225,'Joint injury',' ',' '
'83102',POST DISLOC HUMERUS-CLOS,225,'Joint injury',' ',' '
